,cost_for_two,cuisines,locality,rest_name
2144,,"['Lebanese', 'Arabian', 'Middle Eastern']",Deira City Centre Area,Beyrock Restaurant & Cafe
2145,,"['European', 'French', 'Italian']","Cluster U, Jumeirah Lake Towers",Cafe Confetti
2146,,"['Filipino', 'Asian']",Al Rigga,Dagat Dagatan
2147,,"['Fast Food', 'British']",Mirdif,Mirdif Fish & Chips - مردف للسمك و...
2148,,"['American', 'International', 'Finger Food']","Gulf Court Hotel, Business Bay",Sports On 4
2149,,['International'],Kempinski Hotel & Residences Palm Jumeirah,Brunello - Kempinski Hotel & Residences Palm Jumeirah
2150,,"['Fast Food', 'Indian', 'Arabian', 'Chinese']",Al Warqa,Bawabat Al Warqa
2151,,"['Fast Food', 'Filipino', 'Beverages', 'Desserts']","Ramla Mall, Dubai Investment Park",Jolly Tops
2152,,"['Desserts', 'Coffee']",Last Exit Al Khawaneej,DOH - Dohnuts & Coffee
2153,,"['Fast Food', 'Beverages']",Mankhool,Strawberry Corner Cafeteria
2154,,"['Juices', 'Beverages', 'Desserts']",Al Hudaiba and Around,Aseer Time - عصير تايم
2155,,"['Bakery', 'Desserts']","Aswaaq Mall, Al Safa",Smallcakes A Cupcakery
2156,,"['Indian', 'Street Food']",Al Quoz,Chai Pyala
2157,,['Coffee'],Dubai Design District,The Espresso Lab
2158,,['North Indian'],Al Quoz,Choolaa Indian Grille
2159,,['Seafood'],"Jumeirah Fishing Harbour, Jumeirah 2",Fish Gourmet
2160,,"['Fast Food', 'Chinese', 'Italian', 'Beverages']",Al Karama,Smoke Lab
2161,,"['South Indian', 'Chinese']","China Cluster, International City",Cocoraco Restaurant - مطعم كوكوراكو
2162,,"['Iranian', 'Kebab', 'Grill', 'Arabian', 'Middle Eastern']","Cluster X, Jumeirah Lake Towers",Sofreh - سفره
2163,,"['Cafe', 'Bakery']","The Ritz-Carlton Dubai International Financial Centre, DIFC",Cake - The Ritz-Carlton Dubai International...
2164,,['Indian'],Mankhool,Tashan
2165,,"['Indian', 'Grill', 'Chinese', 'Fast Food', 'Juices']","Skycourts Towers, Dubailand",Green Hills Restaurant
2166,,"['Indian', 'Chinese', 'Arabian', 'Fast Food']",Al Nahda,Green Leaf International Restaurant
2167,,['Italian'],"CITY WALK, Al Safa",Melenzane
2168,,"['Cafe', 'Burger']","Wasl 51, Jumeirah 1",Charade
2169,,"['Bakery', 'Desserts']","Platinum Business Center, Al Nahda",Sweet Indulgence - سويت اندلجنز
2170,,"['North Indian', 'Chinese', 'Finger Food', 'International']","Hyatt Place Dubai Jumeirah, Al Hudaiba and Around",Revel Haus Restro Pub - Hyatt Place Dubai Jumeirah
2171,,"['Arabian', 'Middle Eastern', 'Lebanese', 'Syrian']",Al Warqa,Sett Al Sham
2172,,"['Japanese', 'Sushi']","Fairmont Dubai, Trade Center Area",Cafe Sushi - Fairmont Dubai
2173,,"['Arabian', 'Middle Eastern', 'Lebanese']",Downtown Dubai,Karamna Al Khaleej
2174,,"['Indian', 'Fast Food', 'Chinese', 'Arabian']",Al Karama,Boom Boom
2175,,"['Grill', 'Indian', 'Street Food']",Al Karama,Mish Grill
2176,,"['Italian', 'French']","The Pointe, Palm Jumeirah",Il Passaggio
2177,,"['Burger', 'Fast Food']",Jumeirah Lake Towers (JLT),Burger 28
2178,,"['Arabian', 'Egyptian', 'Middle Eastern', 'Street Food']",Al Satwa,Tasty Snack
2179,,"['Cafe', 'Arabian', 'Italian', 'Burger', 'Middle Eastern']","Cluster V, Jumeirah Lake Towers",Baldwin Cafe & Restaurant
2180,,"['Arabian', 'Middle Eastern']",Al Barsha,Bab Sharqi
2181,,"['Arabian', 'Middle Eastern', 'Turkish', 'Moroccan', 'Lebanese']","Rixos Premium Dubai, Jumeirah Beach Residence (JBR)",Asil - Rixos Premium Dubai
2182,,"['Mediterranean', 'Lebanese']",DIFC,Antika Bar
2183,,"['Cafe', 'International', 'Middle Eastern']",Jumeirah 3,Cafe Bubble Lounge
2184,,"['Arabian', 'Middle Eastern', 'Yemeni', 'Mandi']","Jumeirah Beach Centre, Jumeirah 1",Fereej Al Ain
2185,,['Chinese'],Jumeirah 3,Chinese Kitchen
2186,,['International'],"Arabian Ranches Golf Club, Arabian Ranches",Ranches Restaurant
2187,,"['Latin American', 'Mexican']","The Oberoi, Business Bay",La Mezcaleria - The Oberoi
2188,,"['Indian', 'Grill', 'Fast Food', 'Juices']",Barsha Heights,The Cascade Multicuisine Restaurant - مطعم...
2189,,['Indian'],Qusais,Burj Al Arab Restaurant
2190,,['Mediterranean'],Taj Jumeirah Lakes Towers,Paros - Taj Jumeirah Lakes Towers
2191,,"['Nepalese', 'Street Food', 'North Indian']",Meena Bazaar,Silver Spoon - الملعقة الفضية
2192,,['International'],"Al Bandar Rotana, Baniyas",Salt & Pepper - Al Bandar Rotana
2193,,"['Indian', 'North Indian', 'Biryani']",Hor Al Anz,Bawarchi Restaurant - مطعم باورشي
2194,,['Pakistani'],"Persia Cluster, International City",Pak Jinnah Sweets & Restaurant - باك جناح...
2195,,"['Grill', 'Indian', 'Street Food']",Al Karama,Mish Grill
2196,,"['Italian', 'French']","The Pointe, Palm Jumeirah",Il Passaggio
2197,,"['Burger', 'Fast Food']",Jumeirah Lake Towers (JLT),Burger 28
2198,,"['Cafe', 'Arabian', 'Italian', 'Burger', 'Middle Eastern']","Cluster V, Jumeirah Lake Towers",Baldwin Cafe & Restaurant
2199,,"['Arabian', 'Middle Eastern']",Al Barsha,Bab Sharqi
2200,,"['Arabian', 'Middle Eastern', 'Turkish', 'Moroccan', 'Lebanese']","Rixos Premium Dubai, Jumeirah Beach Residence (JBR)",Asil - Rixos Premium Dubai
2201,,"['Cafe', 'International', 'Middle Eastern']",Jumeirah 3,Cafe Bubble Lounge
2202,,"['Arabian', 'Middle Eastern', 'Yemeni', 'Mandi']","Jumeirah Beach Centre, Jumeirah 1",Fereej Al Ain
2203,,"['Arabian', 'Middle Eastern']",Qusais,Reef Demashq Restaurant
2204,,"['Mediterranean', 'Lebanese']",DIFC,Antika Bar
2205,,"['Arabian', 'Egyptian', 'Middle Eastern', 'Street Food']",Al Satwa,Tasty Snack
2206,,['Chinese'],Jumeirah 3,Chinese Kitchen
2207,,['International'],"Arabian Ranches Golf Club, Arabian Ranches",Ranches Restaurant
2208,,"['Indian', 'North Indian', 'Biryani']",Hor Al Anz,Bawarchi Restaurant - مطعم باورشي
2209,,['International'],"Arabian Ranches Golf Club, Arabian Ranches",Ranches Restaurant
2210,,"['Indian', 'North Indian', 'Biryani']",Hor Al Anz,Bawarchi Restaurant - مطعم باورشي
2211,,"['Indian', 'Grill', 'Fast Food', 'Juices']",Barsha Heights,The Cascade Multicuisine Restaurant - مطعم...
2212,,['International'],"Al Bandar Rotana, Baniyas",Salt & Pepper - Al Bandar Rotana
2213,,['Mediterranean'],Taj Jumeirah Lakes Towers,Paros - Taj Jumeirah Lakes Towers
2214,,"['Latin American', 'Mexican']","The Oberoi, Business Bay",La Mezcaleria - The Oberoi
2215,,['Indian'],Qusais,Burj Al Arab Restaurant
2216,,['Pakistani'],"Persia Cluster, International City",Pak Jinnah Sweets & Restaurant - باك جناح...
2217,,"['Nepalese', 'Street Food', 'North Indian']",Meena Bazaar,Silver Spoon - الملعقة الفضية
2218,,['Vietnamese'],Jumeirah Lake Towers (JLT),Saigon - Taste of Vietnam
2219,,['French'],"JA Ocean View Hotel, Jumeirah Beach Residence",Le Rivage - JA Ocean View Hotel
2220,,"['North Indian', 'Chinese', 'Indian']",Qusais,Yummy Indian Restaurant - مطعم يمي اندين
2221,,['Cafe'],Trade Centre Area,Black Coffee By Café Younes
2222,,['Pakistani'],Al Nahda,Pak Darbar
2223,,"['Arabian', 'Middle Eastern']",Al Safa,Rawabina
2224,,['Italian'],"JA Ocean View Hotel, Jumeirah Beach Residence",Motorino Pizzeria - JA Ocean View Hotel
2225,,"['Indian', 'Chinese', 'Fast Food']",Mankhool,Village Hub Restaurant
2226,,"['Arabian', 'Middle Eastern']","The Dubai Mall,Downtown Dubai",Asma
2227,,"['Fast Food', 'Burger', 'Pizza']",Dubai Silicon Oasis (DSO),Krispy Buns - كرسبي بانز
2228,,"['Desserts', 'Ice Cream']",Jumeirah 3,Scoopi Cafe
2229,,"['Indian', 'North Indian', 'Mughlai']","Arabian Courtyard Hotel and Spa, Meena Bazaar",Mumtaz Mahal - Arabian Courtyard Hotel and Spa
2230,,"['Arabian', 'Middle Eastern']",Al Ras,Al Bait Al Qadeem
2231,,['Healthy Food'],Business Bay,Acai and Co - أكاى اند كو
2232,,"['Indian', 'Pakistani', 'Chinese']",Umm Hurair,Al Madina Tasty Restaurant
2233,,"['Cafe', 'American']","Dubai Gold and Diamond Park, Al Quoz",SoHo Cafe
2234,,"['Grill', 'Indian', 'Chinese']",Qusais,Frazertown Restaurant
2235,,"['Kerala', 'South Indian']",Qusais,Kozhikode Rehmath Restaurant - مطعم...
2236,,"['South Indian', 'North Indian', 'Beverages']","Al Fahidi Souq, Meena Bazaar",Karaikudi Aachi Restaurant
2237,,"['Pizza', 'Fast Food']",Dubai Marina,Perfetto Pizzeria
2238,,"['Chinese', 'Thai', 'Asian']",Discovery Gardens,Oriental Box
2239,,"['Arabian', 'Middle Eastern', 'Chinese']","Al Ameed Mall, Al Quoz",New Star One - نيو ستار ون
2240,,"['Beverages', 'Fast Food']",Qusais,Joy Bubble - جوي بابل
2241,,"['Arabian', 'Middle Eastern', 'Iranian']",Mirdif,Khatoon Restaurant
2242,,['Italian'],Wyndham Dubai Marina,Alloro Ristorante
2243,,"['Ice Cream', 'Desserts']","The Beach, Jumeirah Beach Residence",Morelli's Gelato
2244,,['Chinese'],"Oasis Centre, Al Quoz",Hong Kong - هونج كونج
2245,,"['Indian', 'Chinese', 'Continental']",Mankhool,Homely Foods Restaurant
2246,,"['Cafe', 'Indian', 'Street Food']",Al Karama,Chai Sutta Cafe
2247,,"['Cafe', 'Arabian', 'Middle Eastern']","Habtoor Palace Dubai, Business Bay",Le Patio - Habtoor Palace Dubai
2248,,"['Biryani', 'Indian', 'South Indian']",Qusais,Royal Bucket Biryani - رويال بكت برياني
2249,,['British'],"Metropolitan Hotel Dubai, Al Safa",The Red Lion - Metropolitan Hotel Dubai
2250,,"['Desserts', 'Healthy Food']",DIFC,Healthy Patisserie
2251,,"['North Indian', 'South Indian', 'Chinese', 'Fast Food', 'Juices']",Dubai Silicon Oasis (DSO),Mughal Paradise
2252,,"['South Indian', 'North Indian', 'Grill', 'Arabian', 'Chinese']",Mankhool,Naadan Adukkala - ندان أدوكالا
2253,,['Cafe'],"The Pointe, Palm Jumeirah",Icons Coffee Couture
2254,,"['Indian', 'South Indian', 'Chinese']",Al Karama,Superkid Restaurant - مطعم سوبركيد
2255,,['Chinese'],"Sheraton Jumeirah Beach Resort, Jumeirah Beach Residence",The Peacock - Sheraton Jumeirah Beach Resort
2256,,"['Cafe', 'Turkish', 'Arabian']","Gulf Court Hotel, Business Bay",Café Délices
2257,,['Desserts'],"The Beach, Jumeirah Beach Residence",Menchie's
2258,,"['Arabian', 'Middle Eastern', 'Cafe']","Dubai Marine Beach Resort & Spa, Jumeirah 1",Al Khayma - Dubai Marine Beach Resort & Spa
2259,,"['Indian', 'Hyderabadi']",Al Karama,Limra Hyderabad Restaurant - مطعم ليمرا...
2260,,['Mexican'],"Studio One, Dubai Studio City",El Chapos Tacos - Studio One
2261,,"['Arabian', 'Middle Eastern', 'Grill']",Al Barsha,Hashmi Bhatti Barbeque Restaurant
2262,,['Cafe'],Jumeirah 2,To The Moon & Back Coffee
2263,,"['North Indian', 'South Indian', 'Chinese']",Jumeirah Village,Nalini's Kitchen
2264,,"['Fast Food', 'Ice Cream']","Al Ghurair Centre, Al Rigga",Dairy Queen Grill & Chill - ديري كوين...
2265,,"['North Indian', 'Chinese', 'South Indian']",Ras Al Khor,Boom Boom Express
2266,,"['Indian', 'South Indian', 'Chinese']",Meena Bazaar,Bengre Kamat
2267,,"['Pizza', 'Desserts', 'Afghan', 'Cafe', 'International']","Gate Avenue, DIFC",Gudee
2268,,"['Afghan', 'Pakistani', 'BBQ']",Naif,Kabul Darbar
2269,,"['Desserts', 'French', 'Healthy Food']","La Mer, Jumeirah 1",Creptastic
2270,,['Asian'],"Asiana Hotel, Al Muraqqabat",Yuraku - Asiana Hotel
2271,,"['Cafe', 'Beverages', 'Desserts']","Dar Wasl Mall, Al Safa",La Terrasse
2272,,"['Burger', 'Fast Food']",Business Bay,bunz
2273,,['Steak'],"Mӧvenpick Grand Al Bustan, Garhoud",Roda Grill - Mӧvenpick Grand Al Bustan
2274,,"['Mediterranean', 'Arabian', 'Middle Eastern', 'Indian', 'Asian']",DoubleTree by Hilton Dubai - Business Bay,My Square - DoubleTree by Hilton
2275,,"['Seafood', 'Arabian', 'Middle Eastern']",Dubai Marina,Aroos Al Bahar
2276,,['Biryani'],Qusais,Ambur Star Biryani Kitchen
2277,,"['Indian', 'South Indian']",Discovery Gardens,Mughal Express Restaurant (KEMS Thattukada)
2278,,"['Japanese', 'Sushi', 'Seafood']","Sofitel Dubai The Palm, Palm Jumeirah",Moana Seafood Restaurant - Sofitel Dubai The Palm
2279,,"['Fast Food', 'Arabian', 'Middle Eastern']",Al Barsha,Farouj Fawaz
2280,,"['Fast Food', 'Burger']",Al Quoz,Jailbird
2281,,"['Fast Food', 'Chinese', 'Arabian', 'Middle Eastern']",Al Satwa,Picnic Restaurant
2282,,['Cafe'],"The Dubai Mall,Downtown Dubai",Rubicons Coffee
2283,,"['Fast Food', 'Chinese', 'Arabian', 'Middle Eastern']",Al Satwa,Picnic Restaurant
2284,,['Cafe'],"The Dubai Mall,Downtown Dubai",Rubicons Coffee
2285,,['Cafe'],Jumeirah 3,Repeat
2286,,"['American', 'Finger Food']","Gulf Court Hotel, Business Bay",The Canal Lounge
2287,,"['Fast Food', 'Indian', 'Chinese', 'Beverages']","Grand Shopping Mall, Al Quoz",Royal Foods Restaurant
2288,,"['North Indian', 'Indian']",Dubai Silicon Oasis (DSO),Apna Dhaba
2289,,"['Pakistani', 'Indian', 'Biryani', 'Chinese']",Business Bay,Pak Sufi
2290,,"['Pakistani', 'Indian']",Jumeirah Village,Dessert Corner Restaurant - مطعم ديسرت...
2291,,"['Mexican', 'Salad', 'Tex-Mex']",Dubai Media City,Vigilante Mexican Food
2292,,['Fast Food'],Al Barsha,Farrouj Hut
2293,,"['Italian', 'Arabian', 'Middle Eastern', 'Asian']","Millennium Central Downtown, Business Bay",Lemon Pepper -  Millennium Central Downtown
2294,,['Lebanese'],"Dubai Marine Beach Resort & Spa, Jumeirah 1",Al Qasr - Dubai Marine Beach Resort & Spa
2295,,['International'],"FIVE Palm Jumeirah, Palm Jumeirah",BLVD On One - FIVE Palm Jumeirah
2296,,"['American', 'Fast Food']",Al Barsha,SANDWICH LAB
2297,,"['Indian', 'Chinese']",Meena Bazaar,India House Restaurant
2298,,['Cafe'],Oud Metha,The Sheesha Factory Cafe
2299,,['Lebanese'],"Marina Walk, Dubai Marina",Mazah
2300,,"['American', 'British']","Jumeira Rotana, Satwa",Boston Bar - Jumeira Rotana
2301,,['Cafe'],"Jumeirah Centre, Jumeirah 1",Gerard
2302,,"['European', 'Grill']",Umm Suqeim,Bosnian House
2303,,"['South Indian', 'Indian']","Al Khail Mall, Al Quoz",Ammas - أماس
2304,,"['Asian', 'Continental']","Millennium Plaza Hotel Dubai, Trade Centre Area",Metro! - Millennium Plaza Hotel Dubai
2305,,"['Fast Food', 'Seafood']","Marina View Towers, Dubai Marina",Fresh Fish Restaurant
2306,,['Emirati'],"Uptown Mirdiff Mall, Mirdif",Qamha Restaurant
2307,,['International'],DoubleTree by Hilton Hotel Dubai Jumeirah Beach...,Areia Beach Bar & Grill - DoubleTree by Hilton Hotel...
2308,,"['Egyptian', 'Arabian', 'Fast Food']",Deira City Centre Area,Elshabrawy Restaurant - مطعم الشبراوى
2309,,"['Arabian', 'Middle Eastern']",Hor Al Anz,Al Fakher
2310,,"['Nepalese', 'Chinese', 'Indian']",Meena Bazaar,Kathmandu Palace Restaurant
2311,,"['Fast Food', 'Burger']","Dakakeen, Al Khawaneej",Just Burger
2312,,"['American', 'Continental', 'Asian']","Grand Excelsior Hotel Deira, Al Muteena",The Terrace - Grand Excelsior Hotel Deira
2313,,"['Fast Food', 'Juices']","Spain Cluster, International City",Al Sultan Cafeteria
2314,,"['Lebanese', 'Arabian', 'Middle Eastern', 'Cafe']","Jumeirah Park Pavilion, Emirates Hills",Loui Restaurant & Cafe - Jumeirah Park Pavilion
2315,,"['Street Food', 'North Indian', 'Chinese', 'Nepalese']",Al Karama,Momo Wale
2316,,"['Egyptian', 'Arabian', 'Middle Eastern']",Al Safa,Cairo Gourmet
2317,,['Cafe'],"Bvlgari Hotels & Resorts, Jumeirah 2",Il Café - Bvlgari Resort Dubai
2318,,['Indian'],Al Barsha,Brick Lane
2319,,"['International', 'Finger Food']","Dusit Thani Dubai, Trade Centre Area",Another St - Dusit Thani Dubai
2320,,['Fast Food'],Al Rigga,Maru Udon
2321,,['Steak'],"Le Méridien Dubai Hotel & Conference Centre, Garhoud",Beef Bistro
2322,,['Seafood'],Al Karama,Sallet Al Sayad Restaurant
2323,,"['Mandi', 'Yemeni']",Qusais,Bait Al Kabsa Mandi & Bukhari Restaurant - بيت...
2324,,"['Indian', 'Fast Food', 'Desserts']",Meena Bazaar,Mithaas
2325,,"['North Indian', 'Kerala', 'Fast Food', 'Chinese']",Dubai Investment Park,Foods Sagar Restaurant
2326,,['Steak'],"Sofitel Dubai The Palm, Palm Jumeirah",Porterhouse Steaks and Grills - Sofitel Dubai The Palm
2327,,['Filipino'],"Park Regis Kris Kin Hotel, Al Karama",Club 7 - Park Regis Kris Kin Hotel
2328,,"['Cafe', 'Bakery', 'Desserts']","China Cluster, International City",Taiwan Cake Coffee Bene
2329,,"['Beverages', 'Ice Cream']",Al Karama,B'Creamy
2330,,"['Steak', 'American']",Al Khabaisi,Ponderosa
2331,,"['Grill', 'Kebab', 'Indian']",Business Bay,Kebab Grill 44
2332,,"['Burger', 'Fast Food']","Aswaaq Mall, Al Safa",Just Burger
2333,,['South Indian'],Dubai Silicon Oasis (DSO),Dosa King
2334,,['Kerala'],Al Karama,Ikkayees
2335,,"['Lebanese', 'Fast Food', 'Salad', 'Desserts', 'Beverages']","Two Seasons Hotel & Apartments, Dubai Media City",Qutoof Restaurant and Cafe - Two Seasons Hotel &...
2336,,"['Asian', 'International']","Rixos Premium Dubai, Jumeirah Beach Residence (JBR)",Azure Beach - Rixos Premium Dubai
2337,,"['Arabian', 'Middle Eastern', 'Mexican', 'Turkish']",Business Bay,Piccolo Mondo Bay
2338,,"['Biryani', 'Indian', 'Chinese']",Al Furjan,Hyderabad Fusion Restaurant
2339,,"['Indian', 'Chinese']",Mankhool,Golden Gate
2340,,['International'],"The Meydan Hotel, Nad Al Sheba",Mood Rooftop Lounge - The Meydan Hotel
2341,,"['North Indian', 'Street Food']",Meena Bazaar,Rokn Al Fahedi Cafeteria
2342,,['Fast Food'],Ras Al Khor,New Hayat
2343,,"['European', 'Healthy Food']","Cluster F, Jumeirah Lake Towers",Favourite Choice
2344,,"['Caribbean', 'International']","Club Vista Mare, Palm Jumeirah",Palm Bay Dubai
2345,,"['Asian', 'Filipino']",Al Rigga,Lapaz Batchoy - لاباز باتشوي
2346,,"['Italian', 'Cafe']","The Walk, Jumeirah Beach Residence",Il Caffe Di Roma
2347,,"['Arabian', 'Middle Eastern', 'Fast Food', 'Pizza']",Umm Suqeim,Wooden Bakery
2348,,['French'],"ME by Meliá, Business Bay",The Maine Land Brasserie
2349,,['International'],"Brass Monkey, Bluewaters Island",Americana - Brass Monkey
2350,,['Iranian'],Al Barsha,Kababi Restaurant
2351,,"['Pakistani', 'Chinese']",Mirdif,Spice Hut
2352,,"['Fast Food', 'Filipino', 'Indian', 'Chinese']",Al Quoz,New Al Baik Restaurant & Cafeteria
2353,,"['Iranian', 'Filipino', 'Chinese']",Baniyas,Beriani Esfahan Iranian Restaurant
2354,,"['Italian', 'Seafood', 'Middle Eastern']",Trade Centre Area,Zima
2355,,"['Arabian', 'Middle Eastern']",Al Nahda,Al Sham Rose Restaurant
2356,,"['Italian', 'Seafood', 'Middle Eastern']",Trade Centre Area,Zima
2357,,"['Arabian', 'Middle Eastern']",Al Nahda,Al Sham Rose Restaurant
2358,,"['Juices', 'Beverages', 'Healthy Food']","City Centre Deira, Deira City Centre Area",Jungle Juice
2359,,"['Arabian', 'Indian', 'Continental']",ibis Styles Dubai Jumeriah,Street Cafe - Ibis Styles Hotel
2360,,"['Pakistani', 'Kebab']",Qusais,Patan
2361,,['Japanese'],"Wasl Vita, Jumeirah 1",Kobeya
2362,,"['North Indian', 'South Indian', 'Chinese', 'Burger', 'Fast Food', 'Beverages']",Mankhool,Multifood Restaurant & Cafateria
2363,,"['Asian', 'American', 'Latin American', 'Mediterranean']","Le Méridien Dubai Hotel & Conference Centre, Garhoud",Le Meridien Village Terrace - Le Méridien Dubai...
2364,,"['Arabian', 'Middle Eastern']","The Canvas Hotel, Mankhool",Azalya - The Canvas Hotel
2365,,"['Arabian', 'Lebanese', 'Salad', 'Desserts']",DIFC,Mama's Bites
2366,,['Cafe'],"CITY WALK, Al Safa",BLK Cab Coffee - City Walk
2367,,"['Fast Food', 'Indian', 'Chinese', 'Juices']",Muhaisnah,City Wide Restaurant & Cafeteria - مطعم...
2368,,"['Indian', 'Chinese', 'Fast Food']",Al Nahda,Raja Ji Street Food
2369,,['Mexican'],"Cluster G, Jumeirah Lake Towers",Mama Yuris
2370,,"['European', 'American', 'Arabian', 'Middle Eastern']","Jumeira Rotana, Satwa",Olive Oil - Jumeira Rotana
2371,,"['Indian', 'Pakistani', 'Chinese', 'Grill']",Barsha Heights,Daal Chawal
2372,,"['Fast Food', 'Indian', 'Chinese', 'Arabian']",Al Barsha,Pearl View
2373,,['Mediterranean'],"Wasl 51, Jumeirah 1",Around The Block
2374,,['Mandi'],Mankhool,Ard Al Hadara Mandi & Madhbi
2375,,"['Seafood', 'Egyptian']",Al Nahda,Mr. Fish
2376,,['Mediterranean'],"Hilton Dubai Al Habtoor City, Business Bay",Babiole - Hilton Dubai Al Habtoor City
2377,,['Indian'],Al Karama,Chicken 65 - تشيكن 65
2378,,"['Fast Food', 'Cafe', 'Beverages']",Al Hudaiba and Around,Koukh Al Shay
2379,,['Fast Food'],Barsha Heights,Royal Dining Restaurant - مطعم رويال...
2380,,['European'],"One&Only Royal Mirage, Dubai Marina",The Rotisserie - One&Only; Royal Mirage
