,cost_for_two,cuisines,locality,rest_name
1030,,"['Fast Food', 'Burger', 'Juices']",Al Zahra,Al Salama Cafeteria
1031,,['Pakistani'],Al Muwaihat,Najam Al Mousam Restaurant
1032,,"['Fast Food', 'Juices']",Al Bustan,Al Hadaf Cafeteria
1033,,"['Indian', 'South Indian']",Ajman Industrial Area,Lubna Restaurant
1034,,['Fast Food'],Al Jurf,Laffat Wrq Enb Cafeteria
1035,,"['Fast Food', 'Juices']",Al Zahra,Shams Al Aseel
1036,,['Fast Food'],Ajman Industrial Area,Al Ajwa Cafeteria
1037,,"['Fast Food', 'Juices']",Al Hamidiya,Steaking Cafeteria
1038,,['Pakistani'],Al Bustan,Belal Restaurant
1039,,"['Fast Food', 'Burger']",Al Zahra,Karak Al Bahrain Cafeteria
1040,,"['Kerala', 'North Indian']",Nuaimiya,Al Zahra Restaurant
1041,,"['Fast Food', 'Juices', 'Tea']",Ajman Industrial Area,Alfain Wa Eshreen Cafeteria
1042,,['North Indian'],Ajman Industrial Area,Bukhari Saeed Kitchen & Restaurant
1043,,"['North Indian', 'South Indian']",Al Jurf Industrial Area,Al Hibah Restaurant
1044,,['Pakistani'],Al Rashidiya 1,Noor Dunya Al Sham
1045,,"['Fast Food', 'Juices']",Al Rashidiya 3,Minha Cafeteria
1046,,['Pakistani'],Ajman Industrial Area,Rashed Restaurant
1047,,['Cafe'],Nuaimiya,Sateer Cafe
1048,,['Fast Food'],Ajman Industrial Area,Hamza Tanveer Cafeteria
1049,,"['Fast Food', 'Juices']",Al Zahra,Souq Al Shay
1050,,"['Arabian', 'Middle Eastern']",Nuaimiya,Al Mafgoa
1051,,"['Indian', 'South Indian']",Ajman Industrial Area,Alwan Restaurant
1052,,['Bangladeshi'],Nuaimiya,Al Tharwa Restaurant
1053,,['Middle Eastern'],Nuaimiya,Badaweyah Restaurant  Al Asly
1054,,['Cafe'],Nuaimiya,Al Mashaheer
1055,,['Fast Food'],Nuaimiya,House Of Tea
1056,,"['Fast Food', 'Burger']",Al Zahra,Alteen Wal Zaitoon Cafeteria
1057,,"['Pakistani', 'Chinese']",Ajman Industrial Area,Al Balqan Cafeteria
1058,,['Cafe'],Ajman Industrial Area,Florida Coffee Shop
1059,,['Grill'],Ajman Industrial Area,Tikka Corner Restaurant
1060,,"['Fast Food', 'Juices']",Al Jurf,Al Banafsaj Cafeteria
1061,,['Fast Food'],Al Bustan,Misk Of Tea
1062,,"['Pakistani', 'Indian']",Ajman Industrial Area,Muhsin Restaurant
1063,,"['Lebanese', 'Middle Eastern']",Ajman Corniche,Tanoor Daia Daiaa Restaurant & Cafe
1064,,"['Pakistani', 'Fast Food']",Al Rashidiya 3,Qasr Al Kabab Restaurant
1065,,"['Arabian', 'Middle Eastern']",Al Zahra,Al Maroof Traditional Kitchen & Restaurant
1066,,['Fast Food'],Al Zahra,Al Sadaf Pastry
1067,,"['Indian', 'South Indian']",Al Bustan,Flavors Restaurant
1068,,['Indian'],Ajman Industrial Area,Desi Pakwan Restaurant
1069,,['Cafe'],Al Jurf,Qaser Al Layaly Cafe
1070,,"['Fast Food', 'Burger']",Al Jurf,Racing Of Taste Cafe
1071,,['Pakistani'],Al Bustan,Muhammad Bilal Restaurant
1072,,['Grill'],Al Zahra,Robuoa Al Sham Restaurant & Grill
1073,,['Fast Food'],Nuaimiya,Al Zuhoor Al Molawana
1074,,['Fast Food'],Al Zahra,Al Hamd Cafeteria
1075,,['Fast Food'],Al Bustan,Al Sada Cafeteria
1076,,['Indian'],Ajman Industrial Area,Al Ajwad Restaurant
1077,,['Cafe'],Ajman Corniche,Nagam Cafe
1078,,['Fast Food'],Ajman Industrial Area,Coffee Time Cafeteria (Karak Al Zafran)
1079,,"['Arabian', 'Middle Eastern']",Al Hamidiya,Al Hoot Al Azraq
1080,,['Fast Food'],Ajman Industrial Area,Good Luck Cafeteria
1081,,"['Indian', 'North Indian']",Al Jurf Industrial Area,Tahira Foodstuff Catering
1082,,"['Fast Food', 'Beverages']",Ajman Corniche,Najmet Al Bahar Restaurant
1083,,"['Fast Food', 'Beverages']",Ajman Industrial Area,Taazaa Tea Cafeteria
1084,,"['Desserts', 'Beverages']",Al Zahra,Karaz Al Sham
1085,,"['Fast Food', 'Beverages']",Nuaimiya,Arayes Cafeteria
1086,,"['Fast Food', 'Juices', 'Grill']",Al Hamidiya,Akl Zaman Meal
1087,,['Fast Food'],Al Jurf,Dallat Khor Cafeteria
1088,,"['Fast Food', 'Juices']",Al Rashidiya 2,Al Suhood Cafeteria
1089,,"['Beverages', 'Fast Food']",Al Rashidiya 1,King Of Tea
1090,,"['Indian', 'Pakistani']",Ajman Industrial Area,Mahjabin Restaurant
1091,,"['Fast Food', 'Juices']",Al Zahra,Tea Point
1092,,"['Fast Food', 'Beverages']",Nuaimiya,Al Nazeeb Cafeteria
1093,,['Cafe'],Ajman Industrial Area,Al Fala Cafe
1094,,"['Fast Food', 'Juices']",Al Zahra,Isthirahath  Al Shai Cafeteria
1095,,['Pakistani'],Al Zahra,Al Khair Kitchen
1096,,"['Fast Food', 'Cafe', 'Beverages']",Al Zahra,Zawruq Al Shai
1097,,['Cafe'],Meshairef,Bayadh  Thalg Cafe
1098,,"['Indian', 'South Indian']",Al Jurf,Barakat Cafeteria
1099,,"['Fast Food', 'Juices']",Al Tallah,Malik Al Qahwa
1100,,['Indian'],Al Rashidiya 1,Fulkoli
1101,,"['Chettinad', 'North Indian', 'South Indian']",Nuaimiya,Wadi Al Madeena
1102,,['Lebanese'],Al Nakhil 1,Amanos
1103,,['Fast Food'],Al Rashidiya 2,Al Rida Cafeteria
1104,,['Indian'],Nuaimiya,Al Khashkha Cafeteria
1105,,['Indian'],Ajman Industrial Area,Masuma Restaurant
1106,,['Cafe'],Al Hamidiya,Good & Guiltfree Cafe (GNG Cafe)
1107,,"['Arabian', 'Middle Eastern']","Safeer Mall, Nuaimiya",Middle Way Restaurant
1108,,['Fast Food'],Ajman Industrial Area,Al Yaser Restaurant
1109,,['Indian'],Ajman Industrial Area,Al Amana
1110,,['Lebanese'],Al Zahra,Al Mazaq Al Shami
1111,,['Pakistani'],Ajman Industrial Area,Fauzya Cafeteria
1112,,['Pakistani'],Al Rashidiya 1,Afsah
1113,,['Cafe'],Al Rashidiya 1,Afandina Cafeteria & Coffeeshop
1114,,['Indian'],Al Rashidiya 2,Al Meqnas Restaurant
1115,,['Indian'],Ajman Industrial Area,Fresh And Fish Restaurant
1116,,['Indian'],Ajman Industrial Area,Al Yateem Cafeteria
1117,,['Fast Food'],Al Hamidiya,King Of Tea
1118,,"['Arabian', 'Middle Eastern']",Nuaimiya,Rihab Al Sham
1119,,"['Fast Food', 'Juices']",Al Bustan,Karak Al Zafran Cafeteria
1120,,['Pakistani'],Al Zahra,Al Syamy Restaurant
1121,,['Fast Food'],Al Hamidiya,Chickemania
1122,,"['Fast Food', 'Juices']",Nuaimiya,Al Majlis Cafeteria
1123,,['Pakistani'],Ajman Industrial Area,Abdul Hakam
1124,,"['Indian', 'Fast Food', 'Chinese']",Al Nakhil 1,Al Minar Restaurant
1125,,"['Filipino', 'Burger']",Al Jurf,Lizayz Cafeteria LLC
1126,,"['Fast Food', 'Juices']",Nuaimiya,Al Majlis Cafeteria
1127,,['Indian'],Nuaimiya,Al Manzel Cafeteria
1128,,['Fast Food'],Al Rashidiya 3,Organic Tea Cafeteria
1129,,"['Fast Food', 'Juices']",Al Nakhil,Raneem Cafeteria
1130,,"['Indian', 'South Indian']",Ajman Industrial Area,Al Gharafa Cafeteria
1131,,['Fast Food'],Meshairef,Alamaken Cafe
1132,,['Fast Food'],Al Jurf,Me & Him Restaurant
1133,,"['Indian', 'Pakistani']",Ajman Industrial Area,Sahraa Al Khaleej
1134,,['Indian'],Al Jurf,Al Muatassem Restaurant
1135,,"['Fast Food', 'Burger', 'Juices']",Al Bustan,Samah Cafeteria
1136,,['Indian'],Ajman Industrial Area,Al Seham Restaurant
1137,,"['Fast Food', 'Juices']","China Mall, Al Jurf Industrial Area",NFFC (Najmat Al Fajur Food Corner)
1138,,"['Street Food', 'Juices']",Nuaimiya,Malek Alkofe Cafe
1139,,['Indian'],Ajman Industrial Area,Majanah Cafeteria
1140,,['Fast Food'],Nuaimiya,Mawwal Cafeteria
1141,,['Pakistani'],Ajman Industrial Area,New Al Kabab Al Saree
1142,,['Street Food'],"China Mall, Al Jurf Industrial Area",Cup Corn Cafeteria
1143,,['Desserts'],Al Hamidiya,Al Salwa Refreshment
1144,,"['Arabian', 'Middle Eastern']",Meshairef,Al Sultan Pastry
1145,,"['Indian', 'Desserts']",Al Bustan,Al Ameer Sweets
1146,,['Pakistani'],Ajman Industrial Area,Abuannas Restaurant
1147,,"['Arabian', 'Middle Eastern', 'Street Food']",Nuaimiya,Wessaya
1148,,['Fast Food'],Nuaimiya,Karak Al Khaliji
1149,,['Indian'],Ajman Industrial Area,Al Manil Restaurant
1150,,['Indian'],Ajman Industrial Area,Al Manil Restaurant
1151,,['Pakistani'],Al Muwaihat,Lazat Kashmir Restaurant
1152,,"['Grill', 'Fast Food']",Al Hamidiya,Shawa Shawa Cafe
1153,,['Indian'],Al Nakhil 1,2002 Cafeteria
1154,,['Cafe'],"Bahi Ajman Palace Hotel, Ajman Corniche",Lobby Café - Bahi Ajman Palace Hotel
1155,,['Indian'],Al Bustan,Muhsin Cafeteria
1156,,['Indian'],Al Nakhil 1,Eissa Cafeteria
1157,,['Fast Food'],Al Zahra,Shai Tasaheel Cafeteria
1158,,"['Indian', 'South Indian', 'Fast Food', 'Juices']",Al Jurf Industrial Area,Al Tayeba Restaurant
1159,,"['Fast Food', 'Indian', 'Chinese']",Al Jurf Industrial Area,Al Basma Cafeteria
1160,,"['Indian', 'South Indian', 'North Indian']",Ajman Industrial Area,Dalia Cafeteria
1161,,['South Indian'],Ajman Industrial Area,Khaitan Cafeteria
1162,,"['Fast Food', 'Beverages', 'Juices']",Ajman Industrial Area,Mubashir Cafeteria
1163,,"['Street Food', 'Juices']",Al Bustan,Shai Al Bustan Cafeteria
1164,,"['Fast Food', 'Beverages']",Al Zahra,Shai Al Zahra'a Cafeteria
1165,,['Lebanese'],Al Zahra,Alforn Alzahabe Llmoaganat
1166,,['Pakistani'],Al Rashidiya 2,Naaem Cafeteria
1167,,['Cafe'],Nuaimiya,Alouvre Cafe
1168,,['Fast Food'],Nuaimiya,Arkan Cafeteria
1169,,"['Arabian', 'Middle Eastern']",Al Zahra,Almasgouf
1170,,"['Egyptian', 'Grill']",Al Rashidiya 3,Alhaty Resturant
1171,,"['Fast Food', 'Coffee', 'Tea']",Al Rashidiya 3,Madeenat Al Shai Cafeteria
1172,,['Indian'],Ajman Industrial Area,Qamar Jumeira Cafeteria
1173,,"['Fast Food', 'Juices']",Al Zahra,Shai Al Hubbik Cafeteria
1174,,"['Indian', 'Fast Food']",Al Nakhil 1,Souq Al Shai Restaurant
1175,,['Fast Food'],Al Muwaihat,Real Estikana
1176,,"['Indian', 'Pakistani']",Al Tallah,Reef Al Manama Restaurant
1177,,['Fast Food'],Al Rashidiya 3,Bravo Cafe Cafeteria
